question_id,question_description,answer_category_num,question_description_clean
4930,ياليت فلسطين جارتنا 🇾🇪🇵🇸,Normal,ليت فلسطين جار
2254,هيدا اسلوبهم بالحوار متل معلمهم معودين عحوار الصرامي ,Mockery,هيدا اسلوب حوار متل معلم معود عحوار صرامي
4631,جبران باسيل وزير خارجية لبنان,Normal,جبران باسيل وزير خارجي لبنان
4021,جبران باسيل أشرف منكن يا اصحاب الشوارع,Violent,جبران باسيل اشرف من يا صاحب شارع
7412,هذا هو النهج الصحيح ,Normal,نهج صحيح
889,هذا هو مستوى فهمك وهو دليل على انك حمار,Mockery,مستوي ف هم دليل ان حمار
5814,كل زق يا باطني ,Violent,زق يا باطني
5799,الضاحية الجنوبية بلبنان نفس القرداحة بسوريا المنطقتين بدهن حرق على الزبالة اللي صدروها للعالم,Violent,ضاحيه جنوبي لبنان القرداحه سوريا منطقه بد حرق زباله ل ي صدر عالم
6537,لو فعلا في دولة حضرتك كنت بالحبس هلق بس للاسف ,Normal,فعل دوله حضره كان حبس هلق اسف
6845,ام ركبه سودا خرسي يا كلبه غسب عنك تنبحي في منشني هههههههه,Violent,ركبه اسود اخرس يا كلب غسب عن نبح منشني هههههههه
2284,انت ابن حرام واطي حقير عميل بلا شرف هلق بينت عمالتك وحقارتك ومن اتباع الماسونية الصهيونية با بلا شرف يا قاتل ابوك رفيق الحريري سياتي يوم وتحاسب على عمالتك,Violent,ابن حرام واطي حقير عميل بلا شرف هلق بين عماله حقاره اتباع ماسوني صهيوني با بلا شرف يا قاتل اب رفيق حريري اتي حاسب عماله
6033,انت صنفتو بخانة الخيانة وهيدا رد على ردك ومش كل الادوية فعالة وان شاء الله الكل بيفتخر بشهادة الحريري,Normal,صنفتو خانه خيانه وهيدا رد رد مش دواء فعال شاء الله كل بيفتخر شهاده حريري
61,معالي وزير التخبيص الخارجي,Mockery,معالي وزير التخبيص خارجي
4891,مشكلتنا نحن العرب نصدر مشاكلنا للاخرين وهذا ضعف وعدم مسؤولية أنا على سبيل المثال كنت أفعل ذلك ولكن أنتبهت الفلسطينين ليس لهم علاقة بما يحدث في العالم العربي أما العرب الحاكمين يجب أن يتحملوا نتيجة ألأخطاء الذين يرتكبونها هذه عاده يجب أن نغيرها,Normal,مشكله عرب اصدر مشكله اخر ضعف عدم مسءول انا سبيل مثال كان فعل انتبه الفلسطينين علاقه ما حدث عالم عربي اما عرب حاكم و جب ان تحمل نتيجه خطا ارتكب عاده و جب ان غير
2118,يا هبيله بتعرف حالك منيح بطل هبل ,Mockery,يا هبيل تعرف حال منيح بطل اهبل
6178,أمير قطر يأتي بأوامر أمريكية لمهمة محددة وهي تحويل المؤتمر منصة ضد سورية والتحريض على رئيسها,Racist,امير قطر اتي امر امريكي مهمه محدد تحويل مءتمر منصه سوري تحريض رءيس
8875,افديك بروحي و دامي يافلسطين ️🇩🇿🇩🇿,Normal,فدي روح دامي يافلسطين 
1177,كول هوا ولاتضل تحاول تسرق الحساب,Normal,كول هوا ولاتضل حاول سرق حساب
2369,شكرآ قطر واهلآ وسهلآ بأميرها رغم انفك وانف من يعارض واذا هاي القمة ماكان عندا ولا إنجاز بكفي انجاز,Normal,شكر قطر اهل سهل امير رغم نفي نفي عارض اذا هاي قمه ماكان عند انجاز كف انجاز
1520,يا رب تموت,Violent,يا مات
5456,شو هالدولة لي نحنا عايشين فيها معقول ماحدا قادر يخرسك أو يشلحك بالسجن قاتل وسارق وتطلب السجن لغيرك شو هالوقاحه لي عندك ,Normal,شو هالدوله ل ناح عاءش معقول ماحدا قادر اخرس او شلح سجن قاتل رقي طلب سجن غير شو هالوقاحه ل عند
6382,الحق يقال القمة قمة جبران باسيل وبس رجل كل المراحل رجل اكبر من القمة ومن حضر,Violent,حق قال قمه قمه جبران باسيل بس رجل مرحله رجل اكبر قمه حضر
3442,اهلي وان جاروا علي كرام ,Normal,اهل ي جار رام
8021,روح ولاك تعلم تاريخ وادب بعدين تعال ناقش يا طائفي يا وهابي,Violent,روح ولي تاريخ ادب بعد اعال ناقش يا طاءفي يا وهابي
297,مليون مرة جبران باسيل ولا ثانية وحدة رياض سلامة,Normal,جبران باسيل ثاني وحد رياض سلامه
5641,بحترم وجهة نظرك ، بس ما ننسى انو القضاء كيف تعامل مع الموضوع، و بما يخص الشهيد لنترك الموضوع ل… ,Normal,بحترم وجه نظر نسي نوي قضاء تعامل موضوع ما خص شهيد ترك موضوع ل 
318,انت عنجد مريض نفسيا لك قعود ساكت شوي العقاب لوهاب وهاب قاتل ابو دياب ,Normal,عنجد مريض نفس ي ل قعود ساك شوي عقاب وهاب وهاب قاتل دياب
1256,قذر مقرف حقير سافلة أقل مايقال عم مارسيل غانم,Violent,قذر مقرف حقير سافل اقل مايقال عم مارسيل غانم
3826,مؤتمر صحافي مشترك للأمين العام لجامعة الدول العربية أحمد أبو الغيط مع وزير جبران باسيل,Normal,مءتمر صحافي مشترك امين عام جامعه دوله عربي احمد ابو غيط وزير جبران باسيل
8841,النصر لإخواننا في فلسطين,Normal,نصر اخوه فلسطين
6668,انت اول منحطة ,Mockery,منحط
1736,الكلاب تنبح والقافله تسير الله يحميك يا رمزا للشرف والكرامه والاباء ,Normal,كلب نبح قافل سار الله حمي يا رمز شرف كرامه اباء
6781,لعنك الله يا موريتاني ياقذر اصلا انت بلا شرف وماتربيت زي الناس يا جزمة الرجال ميت رحمه الله,Racist,لعن الله يا موريتاني ياقذر بلا شرف وماتربيت زي ناس يا جزم رجل ميت رحم الله
4607,حلمت اني تجوزت شبيهة نسرين طافش خير اللهم اجعله خير,Mockery,حلم ان تجوز شبيه نسرين طافش خير اللهم جعل خير
4360,مت بغيضك ,Mockery,مات بغيض
5132,عم بتخيل أشكال الأبواق الجبانة وهي تسمع ماذا يقول نصرالله عن فخامة الرئيس وعن جبران باسيل والله زعلانة عليكم,Mockery,عم تخيل شكل بوق جبانه سمع قال نصرالله خام رءيس عن جبران باسيل الله زعلان علي
7602,يالطيف شو بشعة روحي عالمطبخ وسكتي حجة,Religious affiliation,يالطيف شو بشع روح عالمطبخ سك ه حجه
4300,وانت اول عاهرة عاهرة بشار الأسد ,Mockery,انت عاهره عاهره بشار اسد
3499,خليك على موقفك يا بوق لحد ما تنرمى بالزبالة ,Mockery,خليك موقف يا بوق لحد تنرمي زباله
3323,ولك ستحي عحالك ولك يقذر ,Mockery,ل احيي عحالك ل قذر
1633,كلكم من فصيلة الكلاب الخونة المرتزقة لا استثني منكم احد لبنان بحاجة لانتفاضة اذا أراد الخلاص من فسادكم وعهركم ,Violent,ل كم فصيل كلب خاءن مرتزق استثني من لبنان حاجه انتفاضه اراد خلاص ساد عهر
923,فعلا وبالملموس كلامك صح والف مبروك للناجحين وان شاء الله بتنفرج بالحكومة وخلي هالناس تفرح شوي ,Normal,فعل ملموس كلام صح الف مبروك ناجح شاء الله بتنفرج حكومه خلي هالناس فرح شوي
4675,خليك بحالك يا نعيمي على أساس أنت مش مرتزق و طبل فشخكم تميم   ,Mockery,خليك حال يا نعيمي اساس انت مش مرتزق طبل شخ تميم
883,كلكم خروات يا حكام العرب ومخابراتهم وبيجوا اولاد الكلب بقولولك يعني شو البديل يجو الاخوان والقاعدة لو يجو ويدبحوكن واحد واحد بسكينة مصدية قليل عليكون,Mockery,ل كم خروات يا حاكم عرب مخابرات وبيجوا ولد كلب بقولولك عن ني شو بديل جوي اخوه قاعده جوي ويدبحوكن سكين مصد قليل عليكون
2900,كول هوا وتابع بصمت,Violent,كول هوا تابع صمت
508,كول هوا كول ضحكت علينا اليهود هههههههه ينعن عرضك شو ضحكت,Mockery,كول هوا كول ضحك علي يهودي هههههههه ينع عرض شو ضحك
3959,أنت كول هوا,Sexual harrasment,انت كول هوا
